x,y
0.128578504547477,0.379177888937012
-0.435165242757648,-0.451556654151017
-0.788591742049903,-0.781895445643262
-0.47584085771814,-0.257446515532517
-0.354821474291384,0.031419919002781
-0.359530464746058,-0.140155863197742
-0.628572752699256,-0.242616340762987
-0.910829551983625,-0.713270640532583
-0.995477540884167,-0.275520805207608
-0.122225815895945,-0.274903809253165
-0.674167537596077,-0.599617690400411
-0.067266340367496,-0.135382995087636
-0.342731961514801,-0.444814412011887
0.447108610067517,0.292209538233882
0.792918188031763,0.142986100657963
0.73056383151561,0.664560823088155
0.18995768437162,-0.209381059884246
0.610115464311093,0.20285308638074
-0.733479853719473,-0.163557635349445
-0.938003625720739,-0.708631512051432
-0.95991421956569,-0.665718341526432
0.0461303889751434,0.234680626595309
-0.399526574183255,-0.400409983742652
-0.515395388472825,-0.00686673288935247
-0.725570944137871,-0.865728892388394
-0.851856680121273,-0.647235749064574
-0.797498394735157,-0.222905914115459
-0.337118614464998,-0.110683074166069
-0.108704718295485,-0.22797031015758
0.0834302841685712,0.189325538964633
0.925004329532385,0.200414485709795
0.418815364129841,0.215134173971666
-0.0818132171407342,-0.110995493121161
0.970797006972134,0.153580736030711
-0.790032123681158,-0.40799862175932
-0.102270299103111,0.00888685917529985
0.548243783414364,0.432445051825736
-0.712306966073811,-0.400499691758884
-0.518064429983497,-0.431563334498222
0.0796857788227499,0.106094513187541
0.347061042673886,0.105537402586064
0.681526287924498,0.656207315847933
-0.870918134693056,-0.364949276640509
-0.614970261231065,-0.498632579067395
0.41441861493513,-0.116900471124672
0.115763624664396,0.283490643556531
-0.257915071677417,-0.446997427944493
0.142432071268559,0.247623715010882
-0.125545382499695,-0.32086000059697
0.449240960646421,0.133982729284964
0.366164415609092,0.070671862433891
0.397009239997715,0.375335030193781
-0.0573129584081471,0.208533010876785
0.515088243875653,0.654313219191346
0.513222686480731,0.039559877457428
-0.330416228156537,0.0353570978511896
0.392245789524168,0.158591196202161
0.488435352686793,-0.070562146910069
0.0786872049793601,-0.595855819924671
-0.196399685461074,0.0616440664771543
-0.11355834826827,0.346748430666023
-0.0814688811078668,-0.238524035397591
-0.773404799867421,-0.133315543892317
-0.140252231620252,-0.331516113442991
-0.42601979104802,0.352310162984663
-0.568137654569,-0.345589886209838
-0.188809135463089,-0.170399951758696
0.151071838103235,-0.0295555580399593
0.405854433774948,0.0484059741446961
-0.81112998444587,-0.2216650285839
0.602150264196098,0.572103377471921
-0.686035137623549,-0.786078246859417
-0.843770277220756,-0.58739599273776
-0.684777701739222,-0.656897825692445
0.471226238645613,0.0417799611590561
0.564834436401725,-0.0733754784423186
0.133858204353601,-0.0331270674330953
-0.833226530347019,-0.496791120788736
-0.661782557144761,-0.609413030406812
0.560416609048843,0.337581630580131
0.494159816298634,0.248431734387437
-0.0766205415129662,-0.495559714265329
0.095786870457232,0.188223370377779
0.0105493869632483,0.391310601648998
0.915545100811869,0.420666643191036
0.0196955953724682,0.276660042766713
0.267266925424337,0.016556355305127
0.153234247583896,0.130975165316847
0.6477868151851,0.103892210128674
-0.659617383498698,0.0587525032409038
-0.0704018697142601,-0.158632006034359
0.580438946373761,0.259953178627967
0.542001609224826,0.148616888824226
0.821106946095824,0.5448622896415
0.547183090355247,0.52458340323701
-0.709422615822405,-0.705864115505987
0.627885863184929,0.645752625620289
-0.580310711637139,-0.478962023836378
0.97359208157286,1.08622120764239
0.980464874301106,0.822398940099124
