x,y
0.798287700861692,-4.89178770042111
0.220286900177598,-4.72159912843879
-0.707652828656137,-3.26474409935983
-0.587261881679296,-3.18978336806064
-0.569355064071715,-3.5470434481327
-0.687476869206876,-3.5873297242858
-0.973470577038825,-3.20457967129449
0.774040604941547,-4.46823505602267
0.56525099510327,-4.67860559974815
-0.00478684110566974,-3.83129583578914
-0.0996994227170944,-3.95615259278683
-0.47084284061566,-3.71632575840274
0.0994673832319677,-4.36516978369119
-0.351457600016147,-3.72813694431742
0.440016543027014,-4.55450299405547
0.0103279398754239,-3.96896894009767
0.230687859468162,-4.16917913894265
-0.506407255772501,-3.92652435704116
-0.982169057242572,-3.55171153252542
0.719478516839445,-5.22544411026072
0.632134421728551,-4.20245999099767
-0.0431252778507769,-4.04788058339495
-0.51538911415264,-3.76685837686275
-0.750844650901854,-3.61713458030664
0.349780607037246,-4.44503176873181
0.0681117624044418,-3.47149237482169
0.303601729683578,-4.20713502424744
0.0495735942386091,-3.88239253318081
-0.165753695182502,-3.64576233775476
0.210127943661064,-4.24014545150475
0.242221549618989,-4.49950096232334
-0.786200040951371,-3.34636701866461
0.653693471103907,-4.79580857985872
-0.516957125160843,-3.33358168677957
-0.486432847101241,-3.55573761236321
-0.881736344657838,-3.00184164164275
-0.801010277122259,-3.35023577598761
-0.171417782083154,-4.4176517300261
0.512989449314773,-4.1992911854209
0.238692747429013,-4.0455474230439
0.89519797405228,-4.60847493854198
-0.337486296426505,-3.68843682273215
0.115574495401233,-4.26710152234863
0.114187590777874,-4.00119964656685
0.422503615263849,-4.02232274098437
0.342861607205123,-4.34883940004426
0.568717935588211,-4.5505605960377
0.461122671607882,-4.73548534906249
-0.505538358353078,-3.70829506976423
0.801213937811553,-4.90603223593657
-0.978427244350314,-3.21007643715802
0.173430854920298,-4.06988345303779
0.84517590329051,-4.9409874344557
0.938113461248577,-4.60396921847812
-0.645713908132166,-3.38777600939901
0.884141230490059,-5.15658561269897
-0.270275232382119,-3.76961119623629
0.918686676770449,-5.15747063361561
-0.695245048962533,-3.69756745921537
0.417961226776242,-4.65123051076312
0.0570639255456626,-4.1864012556106
0.914075787179172,-4.95317116287613
-0.961976366583258,-3.41448030222335
0.0592174069024622,-3.8955318091384
-0.611597364302725,-3.72122045291266
-0.0267159370705485,-3.94287197061965
0.417665470857173,-4.10724592392481
-0.12486767815426,-4.41725298581704
0.0487657752819359,-4.29893193308648
0.832059470470995,-4.66291111200554
0.237525871489197,-4.48351523440903
-0.177115947939456,-4.12981892823775
-0.0927725522778928,-4.04054497283164
0.410550669766963,-4.57345465020915
0.225102212745696,-4.1758246559816
0.725973524153233,-4.81784397319851
-0.218807676341385,-4.18565075318738
-0.619174632709473,-3.8404493772201
-0.801015354692936,-3.27031312840727
-0.690560675691813,-3.38766181019735
-0.945392917841673,-3.34737426491721
-0.254712601192296,-3.40992297168949
-0.139738514088094,-4.12201523300871
0.170185051392764,-4.3100127727314
0.777112761512399,-4.5142392017026
0.469290642999113,-4.77663651934242
-0.374202786479145,-3.68111204325968
-0.733552592806518,-3.57375696547416
0.274770149495453,-4.50289576623304
0.295171397272497,-4.62000147968329
-0.00364192109555006,-4.09976667121721
-0.0707634971477091,-3.6224879237822
-0.695197394117713,-3.54421879954671
-0.193068980704993,-3.58155888239729
-0.6781414183788,-3.27390620965072
-0.169703305698931,-3.79703269613222
-0.269685209263116,-4.12421778259959
-0.250049866270274,-4.07716250846254
-0.22010213136673,-3.61502298919413
0.604271411430091,-4.18983676344119
