mpg,cyl,disp,hp,drat,wt,qsec,vs,am,gear,carb
21.4788426273968,6,148.822404831648,106.012254081666,3.56844792716671,2.53814238485415,16.8593097193223,0,1,4,4
20.3742721643765,6,171.365123443306,120.352859776001,4.11986734701321,3.00830168594257,17.386339800084,0,1,4,4
24.875778744109,4,113.144827767089,85.4623327150941,4.17098746902542,2.24211128043756,18.3371894819005,1,1,4,1
20.7810581921693,6,275.113429542258,118.341461278498,2.81080397142284,3.53247505343892,18.5244607411288,1,0,3,1
17.277280507395,8,343.50846979022,190.113025136525,2.94483053843491,3.17316167421639,17.8435100163398,0,0,3,2
19.3812811279204,6,208.417943597306,102.090538835619,2.66751084724814,3.6391438282067,19.9671771791987,1,0,3,1
13.1549423808604,8,360.11326194182,251.597085886169,3.11184194538603,3.90768075026711,15.3616841471493,0,0,3,4
22.9294576685689,4,132.05146822439,57.1938522051088,3.98472879373888,3.22313940148754,18.706765672192,1,0,4,2
23.3035725249723,4,135.387446166277,98.707939179847,3.79420090433955,2.83800710384035,23.1029969071317,1,0,4,2
17.9495251321793,6,182.914079697877,131.050558447978,4.05526081630588,3.69929082341492,17.9155271121115,1,0,4,4
17.0368031268287,6,164.110631329585,128.816898812447,3.65012278488278,3.69842878729105,19.6564489704324,1,0,4,4
16.3464291482605,8,284.372512583816,182.72616836708,3.20392071598256,3.67765692794463,18.9182840779424,0,0,3,3
16.7207961936248,8,254.17515173289,184.538820457645,3.27848897138285,3.54119390972331,19.0537126658857,0,0,3,3
16.4953075354174,8,260.815349069862,188.509993395768,3.08805696871644,4.01216076310258,19.5972068558447,0,0,3,3
9.88141537159681,8,449.627336758003,200.477581282845,2.77770721504744,5.50166224309942,19.2340504772924,0,0,3,4
10.6455753119662,8,435.963583105244,194.560949501349,2.71698712846264,5.70788105066344,19.467466453691,0,0,3,4
14.295784938829,8,398.450495958328,219.698563042097,3.35737652346445,4.99850364331412,17.4008734787693,0,0,3,4
29.8156656228751,4,72.3530911033228,62.4164121508598,4.08412836751342,1.99550360758789,20.6782532085506,1,1,4,1
32.2018054148555,4,76.5112138665142,46.8908318871632,4.9311811582516,1.75231206979277,16.8129523143005,1,1,4,2
33.2091360834986,4,71.7135708079487,68.3301475837361,4.12117664911691,1.95001658179285,18.0298958034674,1,1,4,1
19.6471459194785,4,113.893326415741,92.0507082281634,3.72877515856177,2.55883645330626,21.1466945824404,1,0,3,1
14.864956001332,8,337.943713459745,157.763189713005,2.95671021277271,3.19396160764992,16.2912004979858,0,0,3,2
15.3187974993885,8,327.313991881907,164.297612160444,3.03015602333006,3.65718712374545,16.2275604749424,0,0,3,2
13.3042618188029,8,344.936980260536,248.661322961096,4.08839543359401,3.88635102581978,14.2416443833699,0,0,3,4
19.6059253236651,8,410.884696617723,165.735742404358,3.20731153525412,4.02173834349751,16.1048638721672,0,0,3,2
29.4901030814135,4,75.3360346545931,64.0268303171732,4.44561764764041,1.75041776693123,17.0744719676161,1,1,4,1
28.2509989018552,4,118.064041592083,96.735506456811,4.46956043206481,2.11048015045188,17.4766405296046,0,1,5,2
27.8546001567692,4,97.390138845141,117.818257669266,3.74668945044791,1.43349866253422,16.3796469808137,1,1,5,2
14.9049707275908,8,335.16536066914,275.56261905022,4.16166046063695,3.36004389903648,14.4018162642838,0,1,5,4
21.4937381940708,6,149.8276319867,163.228479635436,3.9738593130298,2.98632730136765,15.3479098956566,0,1,5,6
14.0725116140675,8,308.387520514522,367.601145740598,3.700462038517,3.21641896956693,13.729422290111,0,1,5,8
21.1729476173967,4,130.388646226237,106.84395239614,3.70437145856023,3.04194263669755,17.8417967839167,1,1,4,2
