mpg,cyl,disp,hp,drat,wt,qsec,vs,am,gear,carb
21.6137249265332,6,148.264493711293,114.003084511962,3.62975670200307,2.77193622475676,16.5280131949596,0,1,4,4
20.9858816790395,6,172.45904520154,101.703171124682,4.11605471430346,2.77071060885792,17.467520225998,0,1,4,4
23.2771274343878,4,108.47384149041,97.0167560128961,3.50671714943135,2.19254222106934,19.508415139046,1,1,4,1
22.327671724502,6,280.922610317823,103.407218000386,2.85282403090596,3.16373548519542,18.6059991247505,1,0,3,1
18.9747399606323,8,356.574411878362,178.342708797427,3.3826561641111,3.36442035898939,18.0039167599436,0,0,3,2
16.9344713563565,6,239.888514052145,96.936453953851,2.81187725464068,3.2716512443414,20.5612125578122,1,0,3,1
13.7266548929364,8,330.936377199367,256.915586862713,3.07511937428406,3.92264229299035,16.5769699561,0,0,3,4
24.7512776650675,4,147.880509367534,60.5356845340692,3.87390771792876,3.06749273781525,19.6180842900649,1,0,4,2
22.8345238243416,4,145.041041687131,88.3462346517481,4.22446525029466,3.18437476927182,23.254757441855,1,0,4,2
20.6307298341393,6,170.757854719702,113.249792971322,3.70366755668819,3.72362512867525,17.4780357396835,1,0,4,4
16.0230225832015,6,161.140950371046,133.523060912685,3.85028315445408,3.57224658939615,17.2199158516992,1,0,4,4
16.3859543694556,8,299.458418279821,195.284011177719,2.8868368784585,4.13176126550091,16.104673588872,0,0,3,3
18.5564974850463,8,288.746127858469,165.375394066796,2.94794444145542,3.36685106475977,17.8867216015607,0,0,3,3
14.3346999528259,8,281.264416202167,162.75624826178,2.86000418494735,3.59928243417945,16.7130658216774,0,0,3,3
11.1237062639371,8,455.068033500388,209.713384673232,2.93946513915993,5.06281739131082,18.1536932750288,0,0,3,4
10.481275597997,8,467.682060036808,202.719055788592,2.93941853726283,5.01282912212983,17.1971477487059,0,0,3,4
14.3859543267684,8,434.103927772492,211.816453533247,3.16683631524397,4.92766976044048,17.7969974708799,0,0,3,4
35.461202243194,4,77.9480899926694,70.9504333013669,4.39819742282107,2.22233845643699,19.913170266808,1,1,4,1
29.835864675343,4,71.5723944969289,50.8068882267922,4.6465433437801,1.72265228351881,19.0744624524917,1,1,4,2
30.6846214546217,4,64.3081313022505,67.3602405630518,3.89867958453391,1.78858914028783,21.3926185502298,1,1,4,1
21.2360703957733,4,129.376772782458,103.732479697559,3.76766728150193,2.54186436702404,19.6408155475734,1,0,3,1
14.8192322237417,8,339.700269913394,151.203774043825,2.91339741490223,3.43899740694463,15.6815365134599,0,0,3,2
15.2373904989287,8,323.337028885633,161.703917537816,3.32148150474764,3.76039084825991,17.9916701356694,0,0,3,2
13.471964492714,8,343.940319353715,227.848733629566,3.38552806905378,4.07929178863764,16.6418426650995,0,0,3,4
19.9067299425602,8,416.905402950943,183.290883698501,3.10011561667547,3.57843710017041,16.8086389854201,0,0,3,2
29.4124254827667,4,83.4953705491498,62.2063062001951,3.79871325050667,1.89361383458599,17.5830627310462,1,1,4,1
24.920410039369,4,127.513800986577,97.627869968256,4.27691936026327,1.9370238038078,15.5938953879289,0,1,5,2
30.6678724826872,4,92.2164794758335,108.793970031897,3.42735715042846,1.47221491030175,17.8475757815922,1,1,5,2
15.1391816504765,8,375.112834789837,272.65835945271,4.37347362162545,3.06963665096136,15.3935752620688,0,1,5,4
19.4763263957575,6,158.504724798026,166.937922496581,3.96280975109804,2.7527080852231,15.4192592991283,0,1,5,6
16.4965684739873,8,320.121650686814,313.952879583929,3.36689824306592,3.32166292491881,16.0160765781999,0,1,5,8
20.0034914597403,4,122.994729172392,98.9772709154989,4.50183058303362,2.56165029347688,20.1737207708694,1,1,4,2
