mpg,cyl,disp,hp,drat,wt,qsec,vs,am,gear,carb
20.0044506696984,6,157.831242479384,107.152618120424,4.02924669084605,2.53388796608057,15.2309176944671,0,1,4,4
19.7918329191394,6,145.508045896888,104.997897270136,4.10565975348931,3.03902102254797,18.3758700943924,0,1,4,4
21.5924371474609,4,98.9689660286531,91.3307582178153,4.1909585874225,2.41641060938686,20.3875028066328,1,1,4,1
20.8956170312688,6,281.849417565577,112.491470489185,3.04509149566107,3.12614581974223,19.1883833795674,1,0,3,1
18.7915820303233,8,326.882812449709,168.702651221538,3.08242474888684,3.58183262117207,17.8342225837708,0,0,3,2
19.3054223748343,6,238.88712816406,111.566088875988,2.50951339007914,3.48395418065879,19.3473281334238,1,0,3,1
13.6026953662606,8,362.363429060206,262.739486574894,3.16939322368707,3.78334724646667,15.5409713611007,0,0,3,4
23.8845332313515,4,156.312148302631,56.5402616017498,3.42127425038908,2.88141404411662,20.458164931275,1,0,4,2
21.2501157920994,4,127.800025084615,103.779167777859,4.28537116695941,3.23478014555527,22.3053116089012,1,0,4,2
19.5672793149948,6,152.967301187161,126.879656811431,3.72825997027382,3.71019000057131,18.7114050448872,1,0,4,4
19.2059692580905,6,155.678135714419,116.543594912812,3.75419087097794,3.54758479460329,20.1947694366938,1,0,4,4
17.3007694152743,8,282.963234514268,176.28166630771,3.35024843430473,4.35788424554048,16.0306002136599,0,0,3,3
17.0512919351179,8,274.495108100064,187.564924819395,2.87273567682086,3.83408287805924,18.4704463956505,0,0,3,3
14.9207655741274,8,286.006728501776,195.532410101965,3.03876297289785,3.70077809991594,18.5082197891548,0,0,3,3
9.87447809889913,8,503.250828416273,191.458580326522,3.17040915561887,5.45510380166816,16.978462530287,0,0,3,4
10.9990291005,8,420.509706377052,229.421645450173,3.21215435536578,5.90593135446757,16.8797324629901,0,0,3,4
14.6930741067789,8,419.496667657048,243.307512872852,3.33995676859375,5.33301211086055,17.2796600247314,0,0,3,4
30.5850275994837,4,83.2436774453568,70.0520276438445,4.3280215424113,2.06238287561573,19.2882058884529,1,1,4,1
33.1218682663143,4,77.8460910688294,51.265103998594,4.86276706795068,1.5096258805783,18.5315344059207,1,1,4,2
34.1202401613956,4,74.600261323778,59.4841294467915,4.56696393464878,1.91213868009462,19.7898906295747,1,1,4,1
22.5537753707729,4,125.828497858341,95.7652315664105,4.06142598872073,2.40141554091172,19.0957070032423,1,0,3,1
15.6877078223042,8,292.651804543287,152.81692083925,2.72563598646037,3.52164903986454,16.9683061545854,0,0,3,2
15.904435342364,8,302.652609448135,143.314590328373,3.28278254448669,3.21663761960389,16.8089101002365,0,0,3,2
13.670153488447,8,342.663363225292,262.453886593925,4.01817846440757,4.00505071485043,15.0510780021315,0,0,3,4
18.6660574615002,8,381.333085317165,173.147106288234,3.05843226994574,3.46192355194851,16.6323484213604,0,0,3,2
28.2545642762538,4,74.9736080369447,67.8333666499704,4.40200709972531,1.84884649542882,20.1335460143723,1,1,4,1
25.0316600436345,4,116.280245540505,81.9472553483211,4.25580375909153,2.01970318219438,16.0468981015543,0,1,5,2
30.3765415789187,4,97.6414995668968,122.408086864324,3.65831251738407,1.59805519264243,15.8942480008164,1,1,5,2
16.1921057394799,8,360.974055972369,246.882599428296,3.96095879085083,3.33757703028852,13.0726658204105,0,1,5,4
18.1709591924353,6,154.568105487619,170.453865182353,3.88355502967257,2.89248934761202,15.8114722682629,0,1,5,6
13.6883725121152,8,315.653188951826,328.402033456136,3.20443315410521,3.32523217608919,13.8221749519091,0,1,5,8
19.3391131527908,4,118.396660241252,117.687597667659,3.72887046076264,2.83582976495009,17.6264931176417,1,1,4,2
