mpg,cyl,disp,hp,drat,wt,qsec,vs,am,gear,carb
22.564448412694,6,166.205550886691,120.566280978266,3.59798262577504,2.39309061236028,15.2890383724961,0,1,4,4
19.0575169882737,6,153.898422062397,108.400719115511,3.55168180428911,3.01172292477568,18.6096838073358,0,1,4,4
21.6911641744338,4,105.603942728788,94.4360910639167,3.91330746555934,2.46036686260253,19.9914660251308,1,1,4,1
22.6835109823104,6,249.749303755816,119.374346876983,3.31707359226048,3.24183284373209,17.8108716177084,1,0,3,1
19.078212556825,8,375.419802937657,159.315542755648,3.1001907719532,3.55088877565041,16.2822837904002,0,0,3,2
19.507701496291,6,245.575071744388,105.494793270249,2.55777782296389,3.80134908092115,22.0246391063249,1,0,3,1
15.195232753153,8,387.061740797013,228.095754048089,3.13755645687226,3.6156357883215,14.8853246093094,0,0,3,4
26.7068362024799,4,149.139962626342,59.8012209739536,3.90767346669082,3.13073169229692,20.5221537044272,1,0,4,2
22.8039142244495,4,128.534427826405,102.49641872989,3.79044214004651,2.83560329890111,23.6464700718271,1,0,4,2
17.6725374993682,6,165.351669642739,110.804220282985,4.07133645001054,3.65691779225692,18.9893139699614,1,0,4,4
17.8822033915296,6,170.563961169887,131.018153889896,4.27844206561148,3.50096490653977,19.3709902168997,1,0,4,4
16.570722401794,8,260.373629203951,174.916755191982,3.32248897814797,4.40372029851796,16.4297399601527,0,0,3,3
15.8786631951761,8,285.328129641749,165.886529445648,3.21423439983092,3.35873337554978,16.6771665206552,0,0,3,3
15.3137779554352,8,294.552110866457,166.719923260622,2.89655950425146,3.57053946319688,18.9047432242893,0,0,3,3
11.4180986754224,8,457.721418881044,213.822213643231,2.84031759360153,5.11622357784072,17.1863857201552,0,0,3,4
10.5992923981696,8,430.036358203739,217.514269011095,2.83519976763055,5.68390625720099,17.8250510811573,0,0,3,4
13.4054817267833,8,421.711211362854,242.576443507802,3.15433752773609,5.26721203922457,17.7867753873374,0,0,3,4
34.8829418507405,4,81.6604822381167,71.4157061076723,4.45651972015947,2.24281622885726,20.6910500081428,1,1,4,1
29.0019897473604,4,78.1577544310037,48.3885938653722,4.81999373213528,1.61788989691343,19.3199277521856,1,1,4,2
34.5914357976755,4,77.8471301380265,68.1570840277709,4.24441001135577,1.9149347971403,21.4937567757396,1,1,4,1
22.2899358459748,4,117.945428652521,103.481499331538,3.97733238898218,2.52462829014496,19.2407209240641,1,0,3,1
14.7048680085922,8,331.299708090071,149.273402269464,2.7875765426103,3.6125005569458,16.9341202332634,0,0,3,2
15.922156970799,8,320.3966370143,139.524820146617,3.29258855609922,3.18835420478974,16.9350822987827,0,0,3,2
13.0393024735991,8,347.234399025329,235.613911846885,3.67243744544592,3.52399370455742,14.1527902617608,0,0,3,4
17.3851706814766,8,431.747287306935,189.576058895327,2.98471373883635,3.63541535737435,16.1875295945886,0,0,3,2
28.4932198102959,4,79.0805202824995,65.1399230363779,3.74232083275169,2.1113550817715,17.4992868877994,1,1,4,1
27.9261416965164,4,114.351902742558,88.6183918004856,4.65937749340897,2.00280660835002,15.4213586241147,0,1,5,2
28.5856091285497,4,103.115253307745,108.218189157313,3.55078625201108,1.57320480886227,15.7072375787701,1,1,5,2
17.3011555338092,8,363.475015067216,279.67441749908,3.90468655454088,3.36472898805188,15.3102671075845,0,1,5,4
19.667388470755,6,145.420230147429,162.512035499094,3.93988718719222,2.80940357209276,16.9986820064252,0,1,5,6
15.3306294938084,8,275.565139085427,362.08406934957,3.28645951167494,3.78538382852823,13.6160664021783,0,1,5,8
20.8585188119207,4,124.650302836718,99.322500689188,4.24923398628272,2.5886833812641,18.1107372355834,1,1,4,2
