body,brain
2.78984591878804,36.6759655497985
0.370918385611499,11.9775728687047
1.13495792233407,6.80974753400443
399.803119501769,363.691869998383
41.7111809753148,137.200278737961
26.6159830993511,110.65936574206
16.7259079402737,110.75415777039
0.965131005355728,5.10405820140049
3.9790434468775,55.0798376894738
0.389561052454613,5.86633114284594
0.110517776670838,4.3769416503302
0.660131313572614,4.08994400800424
1.31785272345359,8.69782797479372
0.00401703791582815,0.112477061643188
0.0570169178502822,0.95028196417137
4.66856366720301,14.405853601655
2.25649432829399,13.877440119008
1.23928364984865,4.59263940826265
3259.40412101763,5890.47395722189
0.035603036568985,0.4643874335085
216.114118342929,483.975497518371
275.340334228936,346.157234011427
0.884320599243536,3.94283069726417
15.2007244210948,174.80833084259
3.06891975293098,23.8073774772828
0.184946201457667,4.62365503644168
1.10067310851902,13.6608364532503
485.391702970392,623.943966011091
282.647846116141,554.372103976586
57.5800650001294,220.159072059318
0.825093645835992,13.5315357917103
53.6199908243057,1141.5869014207
5621.79458181825,4825.922851119
3.03973347603209,3.38713158757861
5.68467578622501,149.640730255041
37.4190243338578,59.8704389341725
4.53475697631153,19.0347823697027
0.128706747764589,1.07255623137158
0.0263388008924111,0.458066102476715
0.0124116506521113,0.310291266302783
1.78494131485134,15.9369760254584
255.614627126732,501.004669168395
1.92939007337342,9.33824795512737
33.232156210137,104.786078140072
151.316974388817,237.567649790443
45.2751014510675,381.921868068821
8.9689195617091,152.599152732397
0.609914550543452,2.66144531146234
60.4357263723616,81.5882306026881
3.28677956374618,19.1728807885194
4.86743203887081,44.4970466240055
0.301472851907667,2.04570863794488
0.0548578034428349,0.877724855085358
0.158554587081112,3.89888328887981
0.0504967875988519,0.347165414742107
229.253115102546,214.924795408637
2.24083161505371,18.6735967921143
158.130986531743,167.025854524154
1.28930868555726,3.7246695360543
1.26429577217439,8.89689617456053
0.0960063043932048,2.30784385560588
4.53426157924252,53.9614601166052
